id_question,question,option1,option2,option3,option4,option5,option6,label,level
412435_1,توفي عن أب، 4 أخ شقيق، 1 أخ من الأم، 1 عم (شقيق للأب)، أم، 1 بنت، 1 زوجة، 1 أخت شقيقة، 1 أخت من الأب، 2 أخت من الأم. ما هو النصيب النهائي لكل وارث من التركة؟,A) البنت: اثنا عشر سهمًا، الزوجة: ثلاثة أسهم، الأم: أربعة أسهم، الأب: خمسة أسهم، أخ شقيق: لا شيء، أخ من الأم: لا شيء، عم (شقيق للأب): لا شيء، أخت شقيقة: لا شيء، أخت من الأب: لا شيء، أخت من الأم: لا شيء.,B) البنت: ستة أسهم، الزوجة: ثلاثة أسهم، الأم: أربعة أسهم، الأب: خمسة أسهم، أخ شقيق: لا شيء، أخ من الأم: لا شيء، عم (شقيق للأب): لا شيء، أخت شقيقة: لا شيء، أخت من الأب: لا شيء، أخت من الأم: لا شيء.,C) البنت: اثنا عشر سهمًا، الزوجة: ثلاثة أسهم، الأم: أربعة أسهم، الأب: أربعة أسهم، أخ شقيق: سهم واحد، أخ من الأم: لا شيء، عم (شقيق للأب): لا شيء، أخت شقيقة: لا شيء، أخت من الأب: لا شيء، أخت من الأم: لا شيء.,D) البنت: اثنا عشر سهمًا، الزوجة: ثلاثة أسهم، الأم: أربعة أسهم، الأب: خمسة أسهم، أخ شقيق: سهم واحد، أخت شقيقة: سهم واحد، أخ من الأم: لا شيء، عم (شقيق للأب): لا شيء، أخت من الأب: لا شيء، أخت من الأم: لا شيء.,E) البنت: اثنا عشر سهمًا، الزوجة: سهمان، الأم: ثلاثة أسهم، الأب: أربعة أسهم، أخ شقيق: لا شيء، أخ من الأم: لا شيء، عم (شقيق للأب): لا شيء، أخت شقيقة: لا شيء، أخت من الأب: لا شيء، أخت من الأم: لا شيء.,F) البنت: اثنا عشر سهمًا، الزوجة: ثلاثة أسهم، الأم: أربعة أسهم، الأب: خمسة أسهم، أخ من الأم: سهمان، أخت من الأم: سهمان، أخ شقيق: لا شيء، عم (شقيق للأب): لا شيء، أخت شقيقة: لا شيء، أخت من الأب: لا شيء.,A,Advanced
15925_4,"توفي عن زوجتان وابنان وبنتان وترك 8000 ريال.
كم نصيب كل بنت من المال؟",A) 2333.3 ريال,B) 1166.6 ريال,C) 7000 ريال,D) 3500 ريال,E) 1000 ريال,F) 500 ريال,B,Advanced
74181_8,"توفيت عن أربع بنات وابنة ولد وأخت و3 أبناء أخ شقيق و6 بنات أخ شقيق.
إذا كانت الأخت لأم، فما هو نصيبها؟",A) النصف,B) السدس,C) الثلث,D) الربع,E) لا شيء لها,F) الباقي تعصيباً,E,Beginner
129251_5,توفي عن زوجة وثلاثة أولاد وأربع بنات. كم عدد أسهم البنت الواحدة؟,A) 5,B) 7,C) 10,D) 12,E) 14,F) 16,B,Intermediate
157551_1,"توفي عن: أخ شقيق العدد 1، بنت العدد 2
ما نصيب البنتين معاً؟",A) النصف,B) الثلث,C) الثلثين,D) الربع,E) السدس,F) جميع المال,C,Beginner
31696_1,توفيت عن أم وأربعة إخوة وأختين، وأوصت بالثلث. ما هو النصيب النهائي لكل وارث من التركة؟,A) الأم: السدس، الإخوة والأخوات: باقي التركة يقسم بينهم للذكر مثل حظ الأنثيين,B) الأم: الثلث، الإخوة والأخوات: الباقي بالتساوي,C) الأم: السدس، الإخوة والأخوات: الثلثين,D) الأم: الربع، الإخوة والأخوات: النصف,E) الأم: النصف، الإخوة والأخوات: الباقي للذكر مثل حظ الأنثيين,F) الأم: السدس، الإخوة والأخوات: السدس,A,Advanced
103673_3,"توفيت امرأة عن: زوج، وإخوة لأم. ليس لها أولاد ولا أبوان.
ما نصيب الإخوة والأخوات لأم من تركتها؟",A) النصف,B) الربع,C) الثلث,D) السدس,E) الثمن,F) لا شيء,C,Beginner
502165_2,"توفي عن: زوجة، وابنا، وأبا وأما، وإخوة وأخوات أشقاء.
ما نصيب الأم من التركة؟",A) النصف,B) الثلث,C) السدس,D) الربع,E) الثمن,F) الباقي,C,Beginner
52128_5,"توفي رجل ولم يوجد له وارث عاصب.
إلى من يذهب ميراثه حسب مذهب الحنابلة والحنفية؟",A) بيت المال,B) الفقراء والمساكين,C) مصالح المسلمين العامة,D) البنك الأجنبي,E) لا أحد يرثه,F) ذوي الأرحام,F,Beginner
118191_9,توفي رجل و ترك أما وزوجة وأختين شقيقتين وأبناء عم ثلاثة. كم سهما لأبناء العم الثلاثة من التركة؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) لا شيء,F,Intermediate
193245_5,توفي عن ورثة من الرجال: أخ شقيق العدد 21، ابن أخ شقيق العدد 2، وورثة من النساء: بنت العدد 3، زوجة العدد 1، أخت شقيقة العدد 1. كم سهماً تحصل عليه كل بنت؟,A) 387,B) 2064,C) 630,D) 15,E) 30,F) 688,F,Intermediate
207880_3,"توفي عن 4 ابن، أب، 2 أخ شقيق، 7 ابن أخ شقيق، 1 عم ( شقيق للأب )، أم، 2 بنت، 1 زوجة، 1 أخت شقيقة، 1 أخت من الأم.
ما نصيب الأب؟",A) الثمن,B) الربع,C) السدس,D) النصف,E) الثلث,F) لا يرث,C,Beginner
137478_1,توفيت عن زوج، وبنت، وثلاثة إخوة أشقاء، وثلاث أخوات شقيقات. ما نصيب الزوج بالفرض؟,A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا يرث,B,Beginner
153263_5,"توفيت عن: (ابن) العدد 3، (زوج)، (أم)، (بنت) العدد 2
كم سهماً للزوج من أصل ستة وتسعين سهماً؟",A) سبعة أسهم,B) أربعة عشر سهماً,C) ستة عشر سهماً,D) أربعة وعشرون سهماً,E) اثنان وثلاثون سهماً,F) ثمانية وأربعون سهماً,D,Intermediate
107146_1,توفي عن زوجة وولدين وبنتا وعما وابن أخت. ما هو نصيب الزوجة بالكسر؟,A) الربع,B) النصف,C) الثمن,D) السدس,E) الثلث,F) الربع فرضا والباقي تعصيبا,C,Beginner
143787_4,"توفيت عن 3 ابن، 3 ابن ابن، 5 أخ شقيق، 1 زوج، 1 بنت، 5 بنت ابن، 3 أخت شقيقة
كم عدد أسهم البنت الواحدة من مجموع الأسهم؟",A) 1,B) 2,C) 3,D) 4,E) 5,F) 6,C,Intermediate
406156_1,توفي عن أب، 2 أخ شقيق، 3 عم شقيق للأب، 9 ابن عم شقيق، أم، 1 بنت، 1 زوجة. ما هو نصيب الأم من التركة؟,A) النصف,B) الثلث,C) السدس,D) الربع,E) الثمن,F) لا ترث,C,Beginner
141233_1,توفي عن زوجة، وأم، وأربعة أبناء، وابنة، وإخوة. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوجة: الثمن، الأم: الثلث، الأبناء والبنت: تنازلوا عن نصيبهم، الإخوة: لا شيء,B) الزوجة: الربع، الأم: السدس، الأبناء والبنت: تنازلوا عن نصيبهم، الإخوة: لا شيء,C) الزوجة: الثمن، الأم: السدس، الأبناء والبنت: تنازلوا عن نصيبهم، الإخوة: الباقي,D) الزوجة: الثمن، الأم: السدس، الأبناء والبنت: تنازلوا عن نصيبهم، الإخوة: لا شيء,E) الزوجة: الثمن، الأم: لا شيء، الأبناء والبنت: تنازلوا عن نصيبهم، الإخوة: لا شيء,F) الزوجة: الثمن، الأم: السدس، الأبناء والبنت: العصبة، الإخوة: لا شيء,D,Advanced
294634_7,توفيت عن 3 بنات، وزوج، و3 من أولاد ذكور من إخوتها الذكور المتوفين: كم عدد سهام البنت الواحدة من أصل ستة وثلاثين؟,A) 8,B) 9,C) 12,D) 24,E) 3,F) 1,A,Advanced
484360_5,"توفيت عن زوجة 3 بنات أخ أخت
إذا قُسمت التركة على اثنين وسبعين سهما، فكم سهما للبنات الثلاث مجتمعات؟",A) 5,B) 10,C) 16,D) 48,E) 9,F) 72,D,Intermediate
416776_5,"توفي عن أخت شقيقة واحدة، وابن عم شقيق واحد.
على كم سهمًا تُقسم التركة؟",A) سهم واحد,B) سهمين,C) ثلاثة أسهم,D) أربعة أسهم,E) ستة أسهم,F) ثمانية أسهم,B,Intermediate
393700_1,توفيت عن زوج، وأخوين شقيقين، وثلاث أخوات شقيقات. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوج: ستة أسهم، الأخ الشقيق: سهمان، الأخت الشقيقة: سهم واحد.,B) الزوج: سبعة أسهم، الأخ الشقيق: سهم واحد، الأخت الشقيقة: سهم واحد.,C) الزوج: سبعة أسهم، الأخ الشقيق: سهمان، الأخت الشقيقة: سهمان.,D) الزوج: سبعة أسهم، الأخ الشقيق: سهمان، الأخت الشقيقة: سهم واحد.,E) الزوج: ثمانية أسهم، الأخ الشقيق: سهمان، الأخت الشقيقة: سهم واحد.,F) الزوج: سبعة أسهم، الأخ الشقيق: ثلاثة أسهم، الأخت الشقيقة: سهم واحد.,D,Advanced
469234_2,"توفي عن: أختين شقيقتين، أبناء إخوة أشقاء ذكور.
ما هو نصيب الذكور من أولاد الإخوة الأشقاء؟",A) النصف,B) الثلث,C) الثلثان,D) الربع,E) السدس,F) الباقي,F,Beginner
135638_10,"توفي عن: (أخ شقيق) العدد 2، (أخ من الأب) العدد 1، (ابن أخ شقيق) العدد 2، (ابن أخ من الأب) العدد 3، (ابن عم شقيق) العدد 5، (بنت) العدد 2، (زوجة) العدد 1، (أخت شقيقة) العدد 3.
كم عدد السهام التي تحصل عليها البنتان مجتمعتين؟",A) 5,B) 10,C) 21,D) 56,E) 112,F) 168,E,Intermediate
481405_6,توفي عن زوجة وثمانية أبناء وأربع بنات: كم مجموع أسهم الأبناء الثمانية من مجموع أسهم التركة؟,A) 10,B) 14,C) 7,D) 20,E) 160,F) 112,F,Intermediate
164953_8,"توفي عن: أب، أم، زوجة، 4 أخ شقيق، 2 ابن أخ شقيق، 2 أخت شقيقة.
هل ترث الأخت الشقيقة في هذه المسألة؟",A) نعم، ترث بالفرض,B) نعم، ترث بالتعصيب,C) نعم، ترث بالفرض والتعصيب,D) لا ترث لأنها محجوبة,E) لا ترث لوجود مانع آخر,F) ترث جزءاً من التركة فقط,D,Beginner
371797_1,"توفيت عن: 4 إخوة أشقاء، زوج، أم، بنت واحدة.
ما نصيب الأم؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا ترث,D,Beginner
394651_2,توفيت عن عشرة أولاد: ثلاثة ذكور، وسبع بنات، وتركت منزلًا ومحلًّا. قبل موتها نقلت ملكية المحل لاثنين من الأبناء الذكور والبيت للبنات السبع. إذا كانت الأم قد فعلت ذلك على أن يستلموه بعد مماتها (وصية لوارث)، فما حكم البيت والمحل بعد وفاتها؟,A) يصبح البيت ملكًا للبنات والمحل ملكًا للابنين كما أوصت الأم.,B) يعود البيت والمحل إلى التركة ويقسمان على جميع الورثة القسمة الشرعية.,C) يصبح البيت والمحل وقفًا على ذريتها.,D) يتم بيع البيت والمحل وتوزيع ثمنهما بالتساوي على جميع الأبناء والبنات.,E) يصبح البيت ملكًا للبنات فقط والمحل ملكًا للابنين فقط.,F) يتم إعطاء الابن العاق نصيبه من البيت والمحل فقط ولا شيء للباقين.,B,Beginner
464794_2,"توفيت عن زوج وأربعة ذكور وثلاث إناث، وقُسِّمَ الميراث (ذهب الأم) قبل 13 سنة وفق القسمة الشرعية.
هل يحق لأحد الإخوة الذكور المطالبة بإلزام بقية الورثة بإعادة تقسيم الميراث؟",A) نعم، يحق له ذلك إذا كان يريد إعطاء نصيبه لأخواته.,B) نعم، يحق له ذلك إذا كان التقسيم الجديد سيتم بالتساوي.,C) لا، ليس من حقه إلزام بقية الورثة بإعادة القسمة.,D) يحق له ذلك فقط إذا كان الميراث ما زال ذهباً.,E) يحق له ذلك إذا كان بالغاً رشيداً.,F) يحق له ذلك إذا وافق عليه القاضي الشرعي.,C,Beginner
430156_5,توفي عن شاب عن أم، وأب، وأخ شقيق، وسبع أخوات شقيقات، وخمسة إخوة من الأب، وأخت من الأب. ما نصيب الإخوة من الأب؟,A) النصف,B) الثلثين,C) السدس,D) الربع,E) الباقي,F) لا شيء,F,Beginner
168279_6,"توفي عن: 11 ابن، 8 بنت، 2 زوجة.
ما عدد أسهم البنت الواحدة؟",A) 7,B) 14,C) 15,D) 30,E) 56,F) 154,A,Intermediate
128487_2,"توفيت عن زوج و 4 أبناء و 3 بنات و ابن ابن و بنت ابن.
كم عدد أسهم الزوج من التركة؟",A) 6 أسهم,B) 3 أسهم,C) 44 سهماً,D) 11 سهماً,E) سهماً واحداً,F) لا شيء,D,Intermediate
375607_2,توفي عن زوجة واحدة، وأختين شقيقتين، وثلاثة أبناء عم من الأب: كم عدد أسهم الزوجة من مجموع الأسهم؟,A) ستة أسهم,B) ثمانية أسهم,C) تسعة أسهم,D) عشرة أسهم,E) اثنا عشر سهما,F) أربعة وعشرون سهما,C,Intermediate
145925_10,"توفي عن أم، وزوجة، وبنت، وستة أشقاء، وثلاث شقيقات، وثلاث إخوة لأب، وأخت لأب.
كم عدد أسهم كل أخت شقيقة من مجموع الأسهم؟",A) 9,B) 12,C) 36,D) 15,E) 2,F) 1,F,Intermediate
278044_5,توفي عن رجل: أم، زوجة، ابنان، 6 بنات. إذا قسمت التركة على مائتين وأربعين سهمًا، فكم سهمًا لكل ابن؟,A) ثلاثون,B) أربعون,C) سبعة عشر,D) أربعة وثلاثون,E) مائة واثنان,F) ثمانية وستون,D,Intermediate
175607_2,توفي عن ورثة وعليه دين يستغرق كل ما ترك من أموال: في هذه الحالة، ما هو حق الورثة في التركة؟,A) لهم الحق في نصف التركة,B) لهم الحق في ربع التركة,C) لهم الحق فيما بقي بعد سداد الدين,D) لهم الحق في كل التركة,E) ليس لهم حق في التركة,F) لهم الحق في ثلث التركة,E,Beginner
80319_5,"توفي عن زوجة وأربعة أبناء وبنت
كم مجموع السهام التي قسمت عليها التركة؟",A) ستون سهما,B) أربعة وستون سهما,C) ثمانية وستون سهما,D) اثنان وسبعون سهما,E) ستة وسبعون سهما,F) ثمانون سهما,D,Intermediate
474487_2,"توفي عن: زوجة واحدة، 3 أبناء أخ شقيق، بنات أخ.
ما نصيب أبناء الأخ الشقيق الثلاثة مجتمعين؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الباقي تعصيبا,F) الثلث,E,Beginner
409747_6,"توفي عن ابنا، و5 بنات، وزوجة.
كم عدد أسهم البنات الخمس من التركة؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) لا شيء,E,Intermediate
144967_4,"توفي عن زوجة، وأربع بنات، وأربعة أبناء أخ شقيق.
كم عدد أسهم البنات الأربع مجتمعات من أصل التركة المقسمة على ستة وتسعين سهما؟",A) 50,B) 56,C) 60,D) 64,E) 68,F) 72,D,Intermediate
154079_3,"توفي عن ورثة فقط هم: أخت شقيقة واحدة، وعمان شقيقان للأب.
كم عدد أسهم التركة الكلي؟",A) سهمان,B) ثلاثة أسهم,C) أربعة أسهم,D) ستة أسهم,E) ثمانية أسهم,F) اثنا عشر سهما,C,Intermediate
127741_2,توفي عن أم وبنت وزوجة. ما نصيب الأم؟,A) الثمن,B) السدس,C) النصف,D) الربع,E) الثلث,F) الربع الثمن,B,Beginner
135692_7,"توفي عن بنت (2)، زوجة (1)، أخت شقيقة (3)، ابن أخ شقيق (2)، ابن أخ من الأب (3)، ابن عم شقيق (7).
كم عدد سهام كل بنت؟",A) أربعة وعشرون سهما,B) ثمانية وأربعون سهما,C) خمسة عشر سهما,D) اثنين وسبعين سهما,E) تسعة أسهم,F) خمسة أسهم,A,Intermediate
222688_6,"توفي عن: 2 أخ شقيق، 2 بنت، 1 زوجة، 3 أخت شقيقة.
كم عدد أسهم كل أخ شقيق من مجموع الأسهم؟",A) 21,B) 10,C) 5,D) 56,E) 15,F) 20,B,Intermediate
140245_2,"توفي عن ابن (2), أخ شقيق (1), أم (1), بنت (1), زوجة (1). كم عدد أسهم الأم من أصل مائة وعشرين سهما؟",A) 10,B) 15,C) 20,D) 25,E) 30,F) 35,C,Intermediate
37938_4, الأخ لأب، من يحجبه من الورثة؟,A) الأخت الشقيقة,B) الابن,C) الجد,D) العم لأب,E) الخال,F) بنت الابن,B,Beginner
485713_1,توفي عن شقيقتين وأخوين وترك شقة،  إذا كان ثمن الشقة الموروثة هو ثلاثمائة ألف، فكم يبلغ إجمالي قيمة التركة؟,A) مائة ألف,B) مائتان ألف,C) ثلاثمائة ألف,D) أربعمائة ألف,E) خمسمائة ألف,F) ستمائة ألف,C,Beginner
142707_6,"توفي عن: زوجة واحدة، 4 بنات، أخ شقيق واحد، 4 أخوات شقيقات.
كم عدد السهام التي يحصل عليها الأخ الشقيق من أصل مائة وأربعة وأربعين سهماً؟",A) عشرة أسهم,B) ثمانية عشر سهماً,C) أربعة وعشرون سهماً,D) ستة وتسعون سهماً,E) خمسة أسهم,F) مائة وأربعة وأربعون سهماً,A,Intermediate
342802_5,توفي عن زوجة وأربعة أبناء وبنتين. على كم سهماً تُقسم التركة كلها؟,A) 8 أسهم,B) 10 أسهم,C) 64 سهماً,D) 80 سهماً,E) 70 سهماً,F) 56 سهماً,D,Intermediate
285034_2,"توفي عن: أم، بنت واحدة، زوجتين، ثلاث أخوات شقيقات
ما هو نصيب الزوجتين معاً؟",A) النصف,B) الربع,C) السدس,D) الثمن,E) الثلث,F) الباقي تعصيبا,D,Beginner
133436_1,"توفي عن ثلاثة أبناء وبنت واحدة.
ما نصيب البنت الواحدة من التركة؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) ربع التركة,E) نصف التركة,F) لا ترث,A,Intermediate
73545_3,"توفيت عن زوج وأب وأم وأربع أخوات وأخوين، وليس لها أبناء.
ما هو نصيب الأب؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) الباقي بالتعصيب,F,Beginner
118986_16,توفي عن أربع زوجات ووالديه: ما هو نصيب الزوجات الأربع مجتمعات؟,A) النصف,B) الثلث,C) الثلثان,D) الربع,E) السدس,F) الثمن,D,Beginner
206344_2,"توفي عن: أب، أخ شقيق (العدد 1)، أم، أخت شقيقة (العدد 1)
ما نصيب الأب؟",A) النصف,B) الربع,C) الثلث,D) السدس,E) الباقي,F) لا شيء,E,Beginner
131166_1,توفي عن زوجة، وسبع أخوات شقيقات، وستة أبناء أخ شقيق. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوجة: النصف، الأخوات الشقيقات: الثلثان، أبناء الأخ الشقيق: الباقي.,B) الزوجة: الربع، الأخوات الشقيقات: النصف، أبناء الأخ الشقيق: الباقي.,C) الزوجة: الثمن، الأخوات الشقيقات: الثلثان، أبناء الأخ الشقيق: الباقي.,D) الزوجة: الربع، الأخوات الشقيقات: الثلثان، أبناء الأخ الشقيق: الباقي.,E) الزوجة: الربع، الأخوات الشقيقات: النصف، أبناء الأخ الشقيق: لا شيء.,F) الزوجة: الربع، الأخوات الشقيقات: الثلثان، أبناء الأخ الشقيق: لا شيء.,D,Advanced
240817_11,"توفي عن: (أخ شقيق) العدد 2، (ابن أخ شقيق) العدد 3، (أم)، (بنت) العدد 2، (زوجة) العدد 1 وهي حامل، (أخت شقيقة) العدد 4، (أخت من الأب) العدد 1.
إذا ظهر أن الحمل ذكر، فكم سهمًا يأخذ الحمل؟",A) ثلاثمائة وأربعون سهمًا,B) ستمائة سهم,C) ألفًا وعشرين سهمًا,D) مائة وستة وثلاثون سهمًا,E) مائتان وثمانون سهمًا,F) ستون سهمًا,C,Intermediate
468721_1,توفي عن أم وبنت. ما هو وضع المال الناتج عن الاستثمار الذي تركه المتوفى بعد وفاته؟,A) هبة من المتوفى للأم,B) ملك خاص للأم تتصرف فيه وحدها,C) تركة لجميع الورثة يقسم بينهم شرعاً,D) دين على المتوفى,E) وقف على الأم والبنت,F) ملك خاص للبنت تتصرف فيه وحدها,C,Beginner
261733_1,"توفي عن زوجة وأربع بنات وستة أبناء
ما نصيب الزوجة فرضاً؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) السدس عشر,C,Beginner
445975_1,توفيت عن أولاد إخوة (ذكورًا وإناثا)، وأولاد أولاد إخوة، وزوجات إخوة، وليس لها زوج، ولا أولاد، ولا أبناء، ولا أحفاد، ولا أب، ولا أم، ولا إخوة. ما هو النصيب النهائي لكل وارث من التركة؟,A) ذكور أولاد إخوة: النصف، إناث أولاد إخوة: النصف، أولاد أولاد إخوة: لا شيء، زوجات إخوة: لا شيء.,B) ذكور أولاد إخوة: يرثون كل التركة، إناث أولاد إخوة: لا شيء، أولاد أولاد إخوة: يرثون الباقي، زوجات إخوة: لا شيء.,C) ذكور أولاد إخوة: النصف، إناث أولاد إخوة: النصف، أولاد أولاد إخوة: يرثون الباقي، زوجات إخوة: لا شيء.,D) ذكور أولاد إخوة: يرثون كل التركة، إناث أولاد إخوة: لا شيء، أولاد أولاد إخوة: لا شيء، زوجات إخوة: لا شيء.,E) ذكور أولاد إخوة: لا شيء، إناث أولاد إخوة: لا شيء، أولاد أولاد إخوة: يرثون كل التركة، زوجات إخوة: لا شيء.,F) ذكور أولاد إخوة: يرثون كل التركة، إناث أولاد إخوة: لا شيء، أولاد أولاد إخوة: لا شيء، زوجات إخوة: الثمن.,D,Advanced
165715_2,"توفي عن:
-أخ شقيق (العدد 3)
-ابن أخ شقيق (العدد 6)
-زوجة (العدد 1)
-أخت شقيقة (العدد 3)
كم عدد الأسهم المخصصة للزوجة من مجموع الأسهم؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,C,Intermediate
289906_4,توفي عن أخ شقيق (العدد 1)، زوجة (العدد 1)، أخت من الأم (العدد 1): كم عدد أسهم الأخت من الأم من التركة؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,B,Intermediate
108744_4,"توفي رجل عن أربع بنات وزوجة وثلاثة إخوة أشقاء وأولاد أخ شقيق متوفى
كم عدد أسهم التركة الكلي؟",A) 12,B) 24,C) 48,D) 72,E) 96,F) 144,D,Intermediate
132901_2,توفي عن أم وبنت واحدة وثلاثة إخوة أشقاء. ما هو نصيب البنت فرضاً؟,A) الثلث,B) الربع,C) النصف,D) السدس,E) الثمن,F) الثلثان,C,Beginner
106339_1,"توفي عن أم وثلاثة إخوة أشقاء وأختين شقيقتين وأخوين لأب وأختين لأب
ما نصيب الأم؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا شيء,D,Beginner
1695_1,"توفي عن ثلاثة أولاد وأربع بنات وزوجة وأم.
ما نصيب الزوجة؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا شيء,C,Beginner
321961_10,"توفي عن أمًّا، وزوجة، وخمس بنات، وأخوين، وأختين.
كم عدد أسهم الأخت الواحدة من مجموع الأسهم؟",A) 10,B) 15,C) 20,D) 30,E) 5,F) 0,E,Intermediate
144439_5,"توفي عن 3 أبناء، 4 بنات، أب، زوجة، 4 أخ شقيق، 3 أخت شقيقة
كم عدد سهام الأب من التركة؟",A) 10,B) 20,C) 30,D) 40,E) 50,F) 60,D,Advanced
400696_2,"توفي عن: ثلاث بنات، ابن كبير، زوجة.
ما حكم شقة الزوجية ضمن التركة؟",A) لها حكم خاص يختلف عن بقية التركة.,B) لا تدخل ضمن التركة إلا إذا أوصى بها المتوفى.,C) حكمها حكم بقية التركة ولا فرق.,D) تكون من حق الزوجة فقط ولا تدخل في الميراث.,E) تكون من حق الأبناء فقط ولا تدخل في ميراث الزوجة.,F) يتم بيعها دائماً ولا يجوز قسمتها.,C,Beginner
279670_1,توفي عن 3 أبناء، أب، 6 أخ شقيق، 13 ابن أخ شقيق، أم، 1 بنت، 1 زوجة، 4 أخت شقيقة. ما نصيب الأم؟,A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا شيء لها,D,Beginner
161225_6,"توفي عن زوجة، وثلاث بنات، وأخت شقيقة.
كم نصيب الزوجة من اثنين وسبعين سهماً؟",A) 48,B) 16,C) 9,D) 15,E) 24,F) 72,C,Intermediate
60792_10,"توفي عن زوجة (أم الأبناء والبنات) وثلاثة أبناء وبنتين.
ما هو نصيب الزوجة (أم الأبناء والبنات) من تركة المتوفى؟",A) النصف,B) الثلث,C) الربع,D) السدس,E) الثمن,F) لا شيء,E,Beginner
429262_1,"توفيت عن ابن وثلاث بنات
ما نصيب الابن من التركة؟",A) 1/5,B) 1/2,C) 2/5,D) 1/3,E) 3/5,F) 1/4,C,Advanced
141054_2,"توفيت عن: (ابن ابن الابن) العدد 2، (أخ من الأم) العدد 1، (ابن عم من الأب) العدد 1، (زوج)، (أم)، (حامل بـ أخ شقيق/أخت شقيقة)، (بنت) العدد 1.
كم عدد أسهم الأم من التركة؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,D,Intermediate
141563_1,توفي عن أم وزوجة وشقيقين وشقيقتين، ما هو النصيب النهائي لكل وارث من التركة؟,A) الأم: عشرة أسهم، الزوجة: عشرون سهما، الأخ الشقيق: خمسة عشر سهما، الأخت الشقيقة: ثمانية أسهم.,B) الأم: عشرة أسهم، الزوجة: عشرون سهما، الأخ الشقيق: ثلاثة عشر سهما، الأخت الشقيقة: ستة أسهم.,C) الأم: اثنا عشر سهما، الزوجة: عشرون سهما، الأخ الشقيق: أربعة عشر سهما، الأخت الشقيقة: سبعة أسهم.,D) الأم: اثنا عشر سهما، الزوجة: ثمانية عشر سهما، الأخ الشقيق: أربعة عشر سهما، الأخت الشقيقة: سبعة أسهم.,E) الأم: اثنا عشر سهما، الزوجة: ثمانية عشر سهما، الأخ الشقيق: خمسة عشر سهما، الأخت الشقيقة: ثمانية أسهم.,F) الأم: عشرة أسهم، الزوجة: ثمانية عشر سهما، الأخ الشقيق: أربعة عشر سهما، الأخت الشقيقة: سبعة أسهم.,D,Advanced
168775_2,توفي رجل عن زوجة وولد وبنت منه، وله ولد لزوجته السابقة من زوج آخر قام بتربيته والإنفاق عليه. لماذا لا يرث الولد الذي ليس ابنا للرجل من الميراث؟,A) لأنه محجوب بالابن,B) لأنه ليس من أصحاب الفروض,C) لأنه ليس من أصحاب العصبات,D) لأنه ليس بينه وبين المتوفى سبب من أسباب الإرث,E) لأنه كان يعيش في بلد أوروبي,F) لأنه لم يقم بكتابة وصية له,D,Beginner
143131_4,"توفي عن: 3 أبناء، 3 بنات، 1 بنت ابن. التركة: 9 فدان أرض زراعية.
كم عدد الأسهم التي تقسم عليها التركة؟",A) 6 أسهم,B) 7 أسهم,C) 8 أسهم,D) 9 أسهم,E) 10 أسهم,F) 12 سهم,D,Intermediate
243253_4,"توفي عن: 4 أبناء، 2 بنات، 1 زوجة، 1 أخت شقيقة
كم عدد الأسهم التي تحصل عليها كل بنت؟",A) 14,B) 10,C) 7,D) 28,E) 80,F) 1,C,Intermediate
141829_5,"توفي عن أب وأم حامل بحمل. تم إيقاف سهم واحد من التركة.
من يأخذ السهم الموقوف إذا ولد الحمل حيا وكان أكثر من واحد؟",A) الأب,B) الأم,C) الحمل,D) يقسم بين الأب والأم,E) يذهب لبيت المال,F) لا أحد يأخذه,A,Intermediate
109114_2,"توفي عن أب: أربعة صبيان وخمس فتيات (أحدهم أخ لأب).
هل يرث الأخ الأكبر (الأخ لأب) مع باقي الورثة؟",A) لا يرث أبداً,B) يرث مع باقي الورثة,C) يرث فقط إذا لم يأخذ هبات من الأب,D) يرث فقط إذا كانت الهبات لسبب شرعي,E) يرث فقط إذا أجاز باقي الورثة ذلك,F) يرث فقط في جزء من التركة وليس كلها,B,Beginner
